CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-14,204,Very Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-15,220,Very Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-16,133,Unhealthy for Sensitive Groups,PM2.5,06-037-9033,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-17,164,Unhealthy,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-18,222,Very Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-19,217,Very Unhealthy,Ozone,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-20,218,Very Unhealthy,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-21,192,Unhealthy,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-22,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-23,75,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-24,90,Moderate,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-25,74,Moderate,Ozone,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-26,97,Moderate,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-27,129,Unhealthy for Sensitive Groups,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-28,112,Unhealthy for Sensitive Groups,Ozone,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-29,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-30,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-31,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-01,100,Moderate,Ozone,06-037-0016,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-02,150,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-03,201,Very Unhealthy,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-04,220,Very Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-05,235,Very Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-06,214,Very Unhealthy,Ozone,06-037-1103,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-07,161,Unhealthy,PM2.5,06-037-9033,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-08,127,Unhealthy for Sensitive Groups,PM2.5,06-037-9033,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-09,136,Unhealthy for Sensitive Groups,PM2.5,06-037-9034,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-10,158,Unhealthy,PM2.5,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-11,199,Unhealthy,PM2.5,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-12,179,Unhealthy,PM2.5,06-037-0016,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-13,165,Unhealthy,PM2.5,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-14,197,Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-15,181,Unhealthy,PM2.5,06-037-9034,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-16,159,Unhealthy,PM2.5,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-17,133,Unhealthy for Sensitive Groups,Ozone,06-037-9033,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-18,156,Unhealthy,Ozone,06-037-4010,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-19,147,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-20,119,Unhealthy for Sensitive Groups,Ozone,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-21,100,Moderate,Ozone,06-037-6012,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-22,122,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-23,126,Unhealthy for Sensitive Groups,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-24,201,Very Unhealthy,Ozone,06-037-6012,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-25,136,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-26,151,Unhealthy,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-27,154,Unhealthy,Ozone,06-037-6012,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-28,179,Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-29,166,Unhealthy,Ozone,06-059-2022,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-09-30,161,Unhealthy,Ozone,06-037-0016,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-01,172,Unhealthy,Ozone,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-02,204,Very Unhealthy,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-03,210,Very Unhealthy,Ozone,06-037-1201,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-04,177,Unhealthy,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-05,151,Unhealthy,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-06,159,Unhealthy,Ozone,06-037-4010,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-07,133,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-08,84,Moderate,PM2.5,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-09,77,Moderate,PM2.5,06-037-0016,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-10,80,Moderate,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-11,87,Moderate,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-12,129,Unhealthy for Sensitive Groups,Ozone,06-059-2022,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-13,100,Moderate,Ozone,06-059-2022,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-14,164,Unhealthy,Ozone,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-15,185,Unhealthy,Ozone,06-037-1103,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-16,169,Unhealthy,Ozone,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-17,119,Unhealthy for Sensitive Groups,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-18,159,Unhealthy,Ozone,06-037-6012,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-19,126,Unhealthy for Sensitive Groups,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-20,129,Unhealthy for Sensitive Groups,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-21,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-22,71,Moderate,PM2.5,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-23,60,Moderate,PM2.5,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-24,55,Moderate,PM2.5,06-037-0016,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-25,42,Good,PM10,06-037-9033,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-26,171,Unhealthy,PM10,06-059-0007,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-27,156,Unhealthy,PM2.5,06-059-0007,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-28,124,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-29,97,Moderate,Ozone,06-037-0113,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-30,133,Unhealthy for Sensitive Groups,Ozone,06-059-2022,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-10-31,112,Unhealthy for Sensitive Groups,Ozone,06-059-2022,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-01,108,Unhealthy for Sensitive Groups,Ozone,06-059-2022,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-02,90,Moderate,Ozone,06-059-2022,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-03,114,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-04,94,Moderate,PM2.5,06-037-4004,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-05,76,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-06,60,Moderate,PM10,06-037-9033,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-07,44,Good,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-08,51,Moderate,PM2.5,06-037-1602,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-09,52,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-10,58,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-11,67,Moderate,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-12,81,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-13,75,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-14,78,Moderate,PM2.5,06-037-4010,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-15,85,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-16,62,Moderate,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-17,63,Moderate,PM2.5,06-037-4008,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-18,64,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-19,60,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-20,87,Moderate,PM2.5,06-037-1602,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-21,95,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-22,103,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-23,85,Moderate,PM2.5,06-037-4010,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-24,74,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-25,78,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-26,82,Moderate,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-27,84,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-28,66,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-29,66,Moderate,PM2.5,06-037-4004,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-11-30,79,Moderate,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-01,81,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-02,93,Moderate,PM2.5,06-037-4008,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-03,109,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-04,71,Moderate,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-05,108,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-06,109,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-07,93,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-08,85,Moderate,NO2,06-037-4008,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-09,67,Moderate,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-10,68,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-11,81,Moderate,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-12,96,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-13,73,Moderate,PM2.5,06-037-4004,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-14,46,Good,NO2,06-037-4008,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-15,86,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-16,68,Moderate,PM2.5,06-037-4004,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-17,76,Moderate,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-18,89,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-19,82,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-20,83,Moderate,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-21,61,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-22,74,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-23,94,Moderate,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-24,67,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-25,76,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-26,116,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-27,67,Moderate,PM2.5,06-037-1103,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-28,51,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-29,64,Moderate,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-30,76,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-12-31,120,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,20
"Madera, CA",31460,2020-01-01,72,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-02,78,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-03,68,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-04,60,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-05,42,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-06,59,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-07,60,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-08,56,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-09,42,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-10,41,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-11,48,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-12,47,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-13,30,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-14,44,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-15,43,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-16,39,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-17,26,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-01-18,45,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-19,64,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-20,63,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-21,67,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-22,50,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-23,27,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-24,68,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-25,75,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-26,56,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-27,28,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-28,50,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-29,29,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-30,51,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-01-31,60,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-01,63,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-02,44,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-03,31,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-02-04,60,Moderate,PM2.5,06-039-2010,1
"Madera, CA",31460,2020-02-05,63,Moderate,PM2.5,06-039-2010,1
"Madera, CA",31460,2020-02-06,59,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-07,64,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-08,64,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-09,33,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-02-10,44,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-11,52,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-12,46,Good,Ozone,06-039-0004,2
"Madera, CA",31460,2020-02-13,50,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-14,60,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-15,52,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-16,43,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-17,34,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-02-18,48,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-19,54,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-20,59,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-21,75,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-22,38,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-23,37,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-02-24,40,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-25,55,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-26,44,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-02-27,47,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-28,49,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-02-29,45,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-01,36,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-02,36,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-03,51,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-03-04,87,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-05,52,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-03-06,56,Moderate,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-03-07,34,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-08,32,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-09,36,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-10,30,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-03-11,38,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-12,46,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-13,44,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-03-14,36,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-15,33,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-16,35,Good,Ozone,06-039-2010,1
"Madera, CA",31460,2020-03-17,39,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-18,40,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-19,35,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-20,42,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-21,34,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-22,39,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-23,41,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-24,35,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-25,38,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-26,39,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-27,36,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-28,43,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-29,44,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-30,41,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-03-31,36,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-01,42,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-02,40,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-03,39,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-04,38,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-05,37,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-06,37,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-07,37,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-08,34,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-09,36,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-10,40,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-11,41,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-12,38,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-04-13,39,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-14,50,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-15,54,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-16,71,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-17,36,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-18,37,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-19,41,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-20,28,Good,PM2.5,06-039-2010,2
"Madera, CA",31460,2020-04-21,44,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-22,48,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-23,51,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-24,61,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-25,61,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-26,47,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-27,48,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-28,77,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-29,45,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-04-30,64,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-01,71,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-02,34,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-03,49,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-04,64,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-05,67,Moderate,Ozone,06-039-2010,1
"Madera, CA",31460,2020-05-06,64,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-07,93,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-08,126,Unhealthy for Sensitive Groups,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-09,143,Unhealthy for Sensitive Groups,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-10,71,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-11,58,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-12,41,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-13,44,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-14,41,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-15,45,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-16,54,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-17,32,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-18,39,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-19,42,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-20,45,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-21,49,Good,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-22,51,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-23,64,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-24,58,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-25,87,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-26,108,Unhealthy for Sensitive Groups,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-27,74,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-28,93,Moderate,Ozone,06-039-2010,2
"Madera, CA",31460,2020-05-29,61,Moderate,Ozone,06-039-2010,2
